"state","year","quarter","district","count","amount"
"arunachal-pradesh",2018,4,"papum pare ","55224","154875448"
"arunachal-pradesh",2018,4,"kurung kumey ","444","759687"
"arunachal-pradesh",2018,4,"anjaw ","273","495578"
"arunachal-pradesh",2018,4,"ang ","822","2176630"
"arunachal-pradesh",2018,4,"lower siang ","2883","4533291"
"arunachal-pradesh",2018,4,"kra daadi ","750","3254327"
"arunachal-pradesh",2018,4,"hanglang ","13950","32343047"
"arunachal-pradesh",2018,4,"pakke kessang ","297","462144"
"arunachal-pradesh",2018,4,"bang valley ","40","97205"
"arunachal-pradesh",2018,4,"west kameng ","25439","89194887"
"arunachal-pradesh",2018,4,"hi yomi ","61","42484"
"arunachal-pradesh",2018,4,"east siang ","12893","34272134"
"arunachal-pradesh",2018,4,"upper subansiri ","2686","8771042"
"arunachal-pradesh",2018,4,"east kameng ","1750","5936856"
"arunachal-pradesh",2018,4,"lohit ","14268","40510522"
"arunachal-pradesh",2018,4,"lepa rada ","932","3023578"
"arunachal-pradesh",2018,4,"awang ","11104","35921511"
"arunachal-pradesh",2018,4,"namsai ","7244","17643523"
"arunachal-pradesh",2019,1,"lower dibang valley ","6314","13738776"
"arunachal-pradesh",2019,1,"lower subansiri ","4994","12615032"
"arunachal-pradesh",2019,1,"longding ","7287","25349462"
"arunachal-pradesh",2019,1,"west siang ","5921","19426751"
"arunachal-pradesh",2019,1,"kamle ","391","725807"
"arunachal-pradesh",2019,1,"upper siang ","1154","2756678"
"arunachal-pradesh",2019,1,"ap ","6877","14075748"
"arunachal-pradesh",2019,1,"papum pare ","70941","188556716"
"arunachal-pradesh",2019,1,"kurung kumey ","740","2076644"
"arunachal-pradesh",2019,1,"anjaw ","2116","4643031"
"arunachal-pradesh",2019,1,"ang ","1282","2552682"
"arunachal-pradesh",2019,1,"lower siang ","3565","6923302"
"arunachal-pradesh",2019,1,"kra daadi ","1070","3797175"
"arunachal-pradesh",2019,1,"hanglang ","17589","40239142"
"arunachal-pradesh",2019,1,"pakke kessang ","545","1682923"
"arunachal-pradesh",2019,1,"bang valley ","102","301591"
"arunachal-pradesh",2019,1,"west kameng ","34289","101333634"
"arunachal-pradesh",2019,1,"hi yomi ","19","212990"
"arunachal-pradesh",2019,1,"east siang ","15621","39284373"
"arunachal-pradesh",2019,1,"upper subansiri ","3880","14105452"
"arunachal-pradesh",2019,1,"east kameng ","2688","9107598"
"arunachal-pradesh",2019,1,"lohit ","15896","42834777"
"arunachal-pradesh",2019,1,"lepa rada ","1523","4054526"
"arunachal-pradesh",2019,1,"awang ","13102","39489779"
"arunachal-pradesh",2019,1,"namsai ","8600","20065517"
"arunachal-pradesh",2019,2,"lower dibang valley ","5819","13737168"
"arunachal-pradesh",2019,2,"lower subansiri ","5579","14746950"
"arunachal-pradesh",2019,2,"longding ","6744","23464028"
"arunachal-pradesh",2019,2,"west siang ","8041","24549833"
"arunachal-pradesh",2019,2,"kamle ","414","1136777"
"arunachal-pradesh",2019,2,"upper siang ","1079","3993676"
"arunachal-pradesh",2019,2,"ap ","6868","18633793"
"arunachal-pradesh",2019,2,"papum pare ","86433","246640891"
"arunachal-pradesh",2019,2,"kurung kumey ","1427","4036512"
"arunachal-pradesh",2019,2,"anjaw ","2473","5220590"
"arunachal-pradesh",2019,2,"ang ","1654","5373179"
"arunachal-pradesh",2019,2,"lower siang ","3791","7075961"
"arunachal-pradesh",2019,2,"kra daadi ","1447","4315353"
"arunachal-pradesh",2019,2,"hanglang ","18631","48891048"
"arunachal-pradesh",2019,2,"pakke kessang ","687","1750138"
"arunachal-pradesh",2019,2,"bang valley ","98","214967"
"arunachal-pradesh",2019,2,"west kameng ","37430","122521181"
"arunachal-pradesh",2019,2,"hi yomi ","13","65209"
"arunachal-pradesh",2019,2,"east siang ","16494","46549881"
"arunachal-pradesh",2019,2,"upper subansiri ","4827","18395807"
"arunachal-pradesh",2019,2,"east kameng ","2309","8996398"
"arunachal-pradesh",2019,2,"lohit ","18693","48893747"
"arunachal-pradesh",2019,2,"lepa rada ","2108","5045596"
"arunachal-pradesh",2019,2,"awang ","15960","55915835"
"arunachal-pradesh",2019,2,"namsai ","9637","22491357"
"arunachal-pradesh",2019,3,"lower dibang valley ","8405","15177865"
"arunachal-pradesh",2019,3,"lower subansiri ","8828","21059967"
"arunachal-pradesh",2019,3,"longding ","10269","26620415"
"arunachal-pradesh",2019,3,"west siang ","11889","30014807"
"arunachal-pradesh",2019,3,"kamle ","677","968785"
"arunachal-pradesh",2019,3,"upper siang ","1419","3927440"
"arunachal-pradesh",2019,3,"ap ","11249","21737827"
"arunachal-pradesh",2019,3,"papum pare ","117940","301518076"
"arunachal-pradesh",2019,3,"kurung kumey ","1579","3674797"
"arunachal-pradesh",2019,3,"anjaw ","4230","9665384"
"arunachal-pradesh",2019,3,"ang ","2640","6888801"
"arunachal-pradesh",2019,3,"lower siang ","5348","9507512"
"arunachal-pradesh",2019,3,"kra daadi ","2187","5520848"
"arunachal-pradesh",2019,3,"hanglang ","29218","58354823"
"arunachal-pradesh",2019,3,"pakke kessang ","977","2145842"
"arunachal-pradesh",2019,3,"bang valley ","202","675910"
"arunachal-pradesh",2019,3,"west kameng ","53939","147186020"
"arunachal-pradesh",2019,3,"hi yomi ","27","30368"
"arunachal-pradesh",2019,3,"east siang ","22611","58040120"
"arunachal-pradesh",2019,3,"upper subansiri ","7803","22099628"
"arunachal-pradesh",2019,3,"east kameng ","3814","10631336"
"arunachal-pradesh",2019,3,"lohit ","24505","54539458"
"arunachal-pradesh",2019,3,"lepa rada ","2928","4930338"
"arunachal-pradesh",2019,3,"awang ","24097","72221026"
"arunachal-pradesh",2019,3,"namsai ","13453","25507641"
"arunachal-pradesh",2019,4,"lower dibang valley ","10376","21103089"
"arunachal-pradesh",2019,4,"lower subansiri ","11806","29634357"
"arunachal-pradesh",2019,4,"longding ","11018","29245021"
"arunachal-pradesh",2019,4,"west siang ","14581","39460255"
"arunachal-pradesh",2019,4,"kamle ","999","1620922"
"arunachal-pradesh",2019,4,"upper siang ","4165","12739586"
"arunachal-pradesh",2019,4,"ap ","16459","38467791"
"arunachal-pradesh",2019,4,"papum pare ","143272","378838002"
"arunachal-pradesh",2019,4,"kurung kumey ","1343","4526790"
"arunachal-pradesh",2019,4,"anjaw ","5417","11887951"
"arunachal-pradesh",2019,4,"ang ","4756","8833695"
"arunachal-pradesh",2019,4,"lower siang ","6628","11985865"
"arunachal-pradesh",2019,4,"kra daadi ","2830","7804936"
"arunachal-pradesh",2019,4,"hanglang ","33963","71874991"
"arunachal-pradesh",2019,4,"pakke kessang ","1194","2287739"
"arunachal-pradesh",2019,4,"bang valley ","267","1240493"
"arunachal-pradesh",2019,4,"west kameng ","66740","198205638"
"arunachal-pradesh",2019,4,"hi yomi ","232","170773"
"arunachal-pradesh",2019,4,"east siang ","26605","72075285"
"arunachal-pradesh",2019,4,"upper subansiri ","9285","28319762"
"arunachal-pradesh",2019,4,"east kameng ","5646","19408663"
"arunachal-pradesh",2019,4,"lohit ","29281","67502325"
"arunachal-pradesh",2019,4,"lepa rada ","4245","8888754"
"arunachal-pradesh",2019,4,"awang ","30077","91949244"
"arunachal-pradesh",2019,4,"namsai ","18290","32501252"
"arunachal-pradesh",2020,1,"lower dibang valley ","14400","29552511"
"arunachal-pradesh",2020,1,"lower subansiri ","15770","34273251"
"arunachal-pradesh",2020,1,"longding ","13240","35267440"
"arunachal-pradesh",2020,1,"west siang ","19728","47929441"
"arunachal-pradesh",2020,1,"kamle ","1434","3418976"
"arunachal-pradesh",2020,1,"upper siang ","7055","17820680"
"arunachal-pradesh",2020,1,"ap ","18369","40877852"
"arunachal-pradesh",2020,1,"papum pare ","180373","457430754"
"arunachal-pradesh",2020,1,"kurung kumey ","2294","5942677"
"arunachal-pradesh",2020,1,"anjaw ","5025","12808736"
"arunachal-pradesh",2020,1,"ang ","5136","11962344"
"arunachal-pradesh",2020,1,"lower siang ","8047","15520255"
"arunachal-pradesh",2020,1,"kra daadi ","3407","10045463"
"arunachal-pradesh",2020,1,"hanglang ","43858","93461364"
"arunachal-pradesh",2020,1,"pakke kessang ","2044","3425821"
"assam",2020,4,"majuli ","43480","69435584"
"arunachal-pradesh",2020,1,"bang valley ","397","878785"
"arunachal-pradesh",2020,1,"west kameng ","75363","198712422"
"arunachal-pradesh",2020,1,"hi yomi ","117","566190"
"arunachal-pradesh",2020,1,"east siang ","33743","82011539"
"arunachal-pradesh",2020,1,"upper subansiri ","12313","33686712"
"arunachal-pradesh",2020,1,"east kameng ","7379","20456071"
"arunachal-pradesh",2020,1,"lohit ","36985","83701268"
"arunachal-pradesh",2020,1,"lepa rada ","5721","11137994"
"arunachal-pradesh",2020,1,"awang ","31865","84425193"
"arunachal-pradesh",2020,1,"namsai ","23112","46444943"
"arunachal-pradesh",2020,2,"lower dibang valley ","26234","42360073"
"arunachal-pradesh",2020,2,"lower subansiri ","25703","46133124"
"arunachal-pradesh",2020,2,"longding ","20664","54678023"
"arunachal-pradesh",2020,2,"west siang ","32777","72790231"
"arunachal-pradesh",2020,2,"kamle ","2397","4126243"
"arunachal-pradesh",2020,2,"upper siang ","10899","28048492"
"arunachal-pradesh",2020,2,"ap ","28830","63497031"
"arunachal-pradesh",2020,2,"papum pare ","221728","535085907"
"arunachal-pradesh",2020,2,"kurung kumey ","3847","11359743"
"arunachal-pradesh",2020,2,"anjaw ","7617","18795024"
"arunachal-pradesh",2020,2,"ang ","9827","18585670"
"arunachal-pradesh",2020,2,"lower siang ","13321","23571085"
"arunachal-pradesh",2020,2,"kra daadi ","5264","15730996"
"arunachal-pradesh",2020,2,"hanglang ","69279","128572448"
"arunachal-pradesh",2020,2,"pakke kessang ","3558","4635272"
"arunachal-pradesh",2020,2,"bang valley ","966","2559725"
"arunachal-pradesh",2020,2,"west kameng ","95421","251395972"
"arunachal-pradesh",2020,2,"hi yomi ","302","1222863"
"arunachal-pradesh",2020,2,"east siang ","55680","112693869"
"arunachal-pradesh",2020,2,"upper subansiri ","18056","43140689"
"arunachal-pradesh",2020,2,"east kameng ","11791","40506284"
"arunachal-pradesh",2020,2,"lohit ","56541","114730675"
"arunachal-pradesh",2020,2,"lepa rada ","8601","16064862"
"arunachal-pradesh",2020,2,"awang ","44499","121561732"
"arunachal-pradesh",2020,2,"namsai ","34972","54870798"
"arunachal-pradesh",2020,3,"lower dibang valley ","27655","63469161"
"arunachal-pradesh",2020,3,"lower subansiri ","26596","59707234"
"arunachal-pradesh",2020,3,"longding ","21445","63273210"
"arunachal-pradesh",2020,3,"west siang ","34295","92449733"
"arunachal-pradesh",2020,3,"kamle ","2618","5300886"
"arunachal-pradesh",2020,3,"upper siang ","12707","40210853"
"arunachal-pradesh",2020,3,"ap ","30046","81539832"
"arunachal-pradesh",2020,3,"papum pare ","298350","859373864"
"arunachal-pradesh",2020,3,"kurung kumey ","4391","13864823"
"arunachal-pradesh",2020,3,"anjaw ","9751","31524690"
"arunachal-pradesh",2020,3,"ang ","10489","21236202"
"arunachal-pradesh",2020,3,"lower siang ","12456","28754627"
"arunachal-pradesh",2020,3,"kra daadi ","5676","16181046"
"arunachal-pradesh",2020,3,"hanglang ","73842","159158439"
"arunachal-pradesh",2020,3,"pakke kessang ","3469","6301715"
"arunachal-pradesh",2020,3,"bang valley ","899","3061207"
"arunachal-pradesh",2020,3,"west kameng ","111029","332812238"
"arunachal-pradesh",2020,3,"hi yomi ","521","3410288"
"arunachal-pradesh",2020,3,"east siang ","69710","176323790"
"arunachal-pradesh",2020,3,"upper subansiri ","24387","70811198"
"arunachal-pradesh",2020,3,"east kameng ","13421","43881134"
"arunachal-pradesh",2020,3,"lohit ","65889","156523653"
"arunachal-pradesh",2020,3,"lepa rada ","10150","22146313"
"arunachal-pradesh",2020,3,"awang ","56016","182137863"
"arunachal-pradesh",2020,3,"namsai ","37019","76484567"
"arunachal-pradesh",2020,4,"lower dibang valley ","33455","81929300"
"arunachal-pradesh",2020,4,"lower subansiri ","31411","97681187"
"arunachal-pradesh",2020,4,"longding ","26089","74890544"
"arunachal-pradesh",2020,4,"west siang ","45207","125118193"
"arunachal-pradesh",2020,4,"kamle ","3611","10000596"
"arunachal-pradesh",2020,4,"upper siang ","19943","78146756"
"arunachal-pradesh",2020,4,"ap ","36124","104709590"
"arunachal-pradesh",2020,4,"papum pare ","390528","1205917754"
"arunachal-pradesh",2020,4,"kurung kumey ","4581","17134470"
"arunachal-pradesh",2020,4,"anjaw ","17228","49318881"
"arunachal-pradesh",2020,4,"ang ","12962","32619173"
"arunachal-pradesh",2020,4,"lower siang ","14782","33891569"
"arunachal-pradesh",2020,4,"kra daadi ","7619","30458775"
"arunachal-pradesh",2020,4,"hanglang ","84852","204367875"
"arunachal-pradesh",2020,4,"pakke kessang ","3064","7503556"
"arunachal-pradesh",2020,4,"bang valley ","1705","6749773"
"arunachal-pradesh",2020,4,"west kameng ","129575","390436114"
"arunachal-pradesh",2020,4,"hi yomi ","1103","6627026"
"arunachal-pradesh",2020,4,"east siang ","88632","250515095"
"arunachal-pradesh",2020,4,"upper subansiri ","31426","109405901"
"arunachal-pradesh",2020,4,"east kameng ","16340","64104581"
"arunachal-pradesh",2020,4,"lohit ","80530","196997837"
"arunachal-pradesh",2020,4,"lepa rada ","14338","39340492"
"arunachal-pradesh",2020,4,"awang ","67262","240482255"
"arunachal-pradesh",2020,4,"namsai ","46762","111916732"
"arunachal-pradesh",2021,1,"lower dibang valley ","32427","90709109"
"arunachal-pradesh",2021,1,"lower subansiri ","29916","106591163"
"arunachal-pradesh",2021,1,"longding ","23962","75573421"
"arunachal-pradesh",2021,1,"west siang ","42575","138700637"
"arunachal-pradesh",2021,1,"kamle ","3092","11023768"
"arunachal-pradesh",2021,1,"upper siang ","21312","73026287"
"arunachal-pradesh",2021,1,"ap ","32043","110593517"
"arunachal-pradesh",2021,1,"papum pare ","419891","1388723427"
"arunachal-pradesh",2021,1,"kurung kumey ","4962","22483755"
"arunachal-pradesh",2021,1,"anjaw ","12823","38844866"
"arunachal-pradesh",2021,1,"ang ","13679","42644184"
"arunachal-pradesh",2021,1,"lower siang ","13231","37929393"
"arunachal-pradesh",2021,1,"kra daadi ","6393","24326519"
"arunachal-pradesh",2021,1,"hanglang ","78849","220167766"
"arunachal-pradesh",2021,1,"pakke kessang ","3563","8146942"
"arunachal-pradesh",2021,1,"bang valley ","1930","7949868"
"arunachal-pradesh",2021,1,"west kameng ","120906","384735273"
"arunachal-pradesh",2021,1,"hi yomi ","1251","6905518"
"arunachal-pradesh",2021,1,"east siang ","82357","253988361"
"arunachal-pradesh",2021,1,"upper subansiri ","28053","116973014"
"arunachal-pradesh",2021,1,"east kameng ","16281","77915774"
"arunachal-pradesh",2021,1,"lohit ","72380","198534807"
"arunachal-pradesh",2021,1,"lepa rada ","15690","52794993"
"arunachal-pradesh",2021,1,"awang ","54137","207859088"
"arunachal-pradesh",2021,1,"namsai ","45753","116637631"
"arunachal-pradesh",2021,2,"lower dibang valley ","42091","105552358"
"arunachal-pradesh",2021,2,"lower subansiri ","40081","120717473"
"arunachal-pradesh",2021,2,"longding ","31640","96566641"
"arunachal-pradesh",2021,2,"west siang ","59341","180700139"
"arunachal-pradesh",2021,2,"kamle ","5476","17345427"
"arunachal-pradesh",2021,2,"upper siang ","25971","89455180"
"arunachal-pradesh",2021,2,"ap ","46320","144548683"
"arunachal-pradesh",2021,2,"papum pare ","552953","1501062555"
"arunachal-pradesh",2021,2,"kurung kumey ","6623","27396797"
"arunachal-pradesh",2021,2,"anjaw ","15311","43475744"
"arunachal-pradesh",2021,2,"ang ","17032","52687221"
"arunachal-pradesh",2021,2,"lower siang ","17401","45499279"
"arunachal-pradesh",2021,2,"kra daadi ","8758","35998228"
"arunachal-pradesh",2021,2,"hanglang ","105461","264031910"
"arunachal-pradesh",2021,2,"pakke kessang ","4424","13097426"
"arunachal-pradesh",2021,2,"bang valley ","1995","9465920"
"arunachal-pradesh",2021,2,"west kameng ","164866","482626618"
"arunachal-pradesh",2021,2,"hi yomi ","2135","12166777"
"arunachal-pradesh",2021,2,"east siang ","106787","286839106"
"arunachal-pradesh",2021,2,"upper subansiri ","35856","131912939"
"arunachal-pradesh",2021,2,"east kameng ","22015","95352008"
"arunachal-pradesh",2021,2,"lohit ","99686","230495504"
"arunachal-pradesh",2021,2,"lepa rada ","21273","71336744"
"arunachal-pradesh",2021,2,"awang ","70061","251025038"
"arunachal-pradesh",2021,2,"namsai ","64781","147069902"
"arunachal-pradesh",2021,3,"lower dibang valley ","50270","133788747"
"arunachal-pradesh",2021,3,"lower subansiri ","46105","142674452"
"arunachal-pradesh",2021,3,"longding ","32638","100698521"
"arunachal-pradesh",2021,3,"west siang ","65763","217065611"
"arunachal-pradesh",2021,3,"kamle ","6064","19140719"
"arunachal-pradesh",2021,3,"upper siang ","27960","114285857"
"arunachal-pradesh",2021,3,"ap ","47118","143620526"
"arunachal-pradesh",2021,3,"papum pare ","710098","1995999756"
"arunachal-pradesh",2021,3,"kurung kumey ","7417","30935383"
"arunachal-pradesh",2021,3,"anjaw ","22621","69876730"
"arunachal-pradesh",2021,3,"ang ","17241","58453201"
"arunachal-pradesh",2021,3,"lower siang ","19324","46101623"
"arunachal-pradesh",2021,3,"kra daadi ","8974","32167940"
"arunachal-pradesh",2021,3,"hanglang ","120126","319705502"
"arunachal-pradesh",2021,3,"pakke kessang ","5061","12416387"
"arunachal-pradesh",2021,3,"bang valley ","2354","13284362"
"arunachal-pradesh",2021,3,"west kameng ","209165","658232386"
"arunachal-pradesh",2021,3,"hi yomi ","2559","17495022"
"arunachal-pradesh",2021,3,"east siang ","128957","368061706"
"arunachal-pradesh",2021,3,"upper subansiri ","46434","191353412"
"arunachal-pradesh",2021,3,"east kameng ","23739","102442240"
"arunachal-pradesh",2021,3,"lohit ","117879","275160751"
"arunachal-pradesh",2021,3,"lepa rada ","20756","72378628"
"arunachal-pradesh",2021,3,"awang ","89052","365404078"
"arunachal-pradesh",2021,3,"namsai ","79292","177380632"
"arunachal-pradesh",2021,4,"lower dibang valley ","65302","174980100"
"arunachal-pradesh",2021,4,"lower subansiri ","60146","199366119"
"arunachal-pradesh",2021,4,"longding ","37096","125754643"
